Key	Value
[NAMA]拜访了[SEKOLAH]的掌门，两人交谈许久，十分尽兴。[SEKOLAH]的掌门十分珍惜两派自前代便结下的缘分与交情，于是代表[SEKOLAH]将尘封已久的镇派法宝赠与[NAMA]，也算是因果纠葛，物归原主。只希望两派可以在将来继续守望相助，友谊长存。	[NAMA] mengunjungi pemimpin sekte[SEKOLAH], dengan siapa[DIA] berdiskusi panjang dan menyenangkan. Pemimpin sekte[SEKOLAH] menghargai persahabatan dan takdir yang dimiliki oleh kedua sekolah, jadi atas nama[SEKOLAH] [DIA] disajikan[NAMA] dengan senjata mereka yang paling berharga.[DIA] dianggap melakukan hal itu untuk mengembalikannya kepada pemilik yang sah.[DIA] hanya berharap agar pihak sekolah dapat menjaga silaturahmi dan gotong royong hingga bertahun-tahun yang akan datang.
[NAMA]偷偷潜入了[SEKOLAH]，他几经周折，终于找到了[SEKOLAH]的藏宝室，然而在破解禁制时，不小心触动了警报。[NAMA]寡不敌众，被当场拿下。	[NAMA] menyelinap ke dalam[SEKOLAH] dan setelah beberapa putaran dan belokan, ditemukan[DIA] menuju ruang harta karun mereka dan menyalakan alarm secara tidak sengaja saat menerobos masuk.[NAMA] kalah jumlah dan ditangkap di sana.
[SEKOLAH]看在两派渊源深厚的份上并没下重手便释放了[NAMA]，只是对[NAMA]的宗门十分失望。	[SEKOLAH] dilepaskan[NAMA] demi hubungan mendalam kedua sekolah, namun mereka sangat kecewa[NAMA]'sekolah.
叶玄猜%s。	Ye Xuan menebak %s.
叶玄展示抽到的两张算筹，分别为：%s,%s。双方之差为：%s。	Ye Xuan mendemonstrasikan bahwa dua batang penghitung yang ditarik masing-masing adalah: %s, %s. Perbedaan antara keduanya adalah %s.
[NAMA]赢了！	[NAMA] won!
[NAMA]输了！寿元减少五十年！	[NAMA] hilang! Dan seperti itulah Umur mereka berkurang sebanyak 50 tahun!
竟然是平局，只得此局作罢。	Itu seri sehingga mereka harus menyerah pada babak ini.
叶玄被[NAMA]赢了三局，不甘心的舔舔嘴唇，结束了今天的赌局。	Ye Xuan dikalahkan oleh[NAMA] 3 kali, tidak mau menjilat lagi, itu saja untuk hari itu.
[NAMA]以《太上忘情道》所修炼的灵气将地下的纹理一一补全。在符号完整的一瞬间，[NAMA]眼前仿佛一片迷雾飞过。眨眼之间，面前的景象已然变得截然不同！	[NAMA] menggunakan Qi yang dikembangkan menggunakan "Hukum Pemutusan Emosi" untuk mengisi tekstur bawah tanah. Saat simbol itu selesai dibuat, seolah-olah awan kabut melintas. Dalam sekejap mata, pemandangan di depan menjadi berbeda seperti siang dan malam!
[NAMA]以灵气将地下的纹理一一补全。然而却无事发生过。似乎这些纹理对[NAMA]的灵气并无反应……[NAMA]又做了各种尝试，依然毫无反应，只得遗憾离去。	[NAMA] menggunakan Qi untuk mengisi tekstur bawah tanah. Namun tidak terjadi apa-apa. Tampaknya tekstur ini mempunyai semacam efek[NAMA]'itu Qi… [NAMA] mencoba segala cara yang bisa dilakukan, namun tidak membuahkan hasil sehingga menyerah dan pergi.
[NAMA]仔细调查了石壁，很快发现了一些奇异之处。这些石壁上的图形，似乎透出某种道理，似乎正与《太上忘情道》的运功路线同源同理。难道昔日天极老祖就是于此领悟出《太上忘情道》这门功法的么？	[NAMA] memeriksa dinding batu dengan cermat dan menemukan beberapa keanehan. Gambar-gambar di dinding ini tampaknya memiliki semacam pengertian bagi mereka dan tampaknya mereka menunjukkan beberapa prinsip yang sama seperti yang ditemukan dalam “Hukum Pemutusan Emosi.” Mungkinkah di sinilah “Hukum Pemutusan Emosi” muncul?
[NAMA]仔细体悟，对照自己对功法的理解，大有参悟！	[NAMA] membuat kemajuan besar dalam pemahaman dengan membandingkan pemahamannya sendiri terhadap Hukum!
[NAMA]拿下《山河诀》，简单翻阅，明白了事情的始末。	[NAMA] meraih "Nyanyian Gunung dan Sungai", membalik-baliknya dan memahami kejadian tersebut dari awal hingga akhir.
原来此人果然是天极老祖，这册山河诀乃是老祖从龙脉运转中领悟的秘法，可以改造山川地脉。如果借助此地每年凝结一次的“造化玉籽”，甚至可以凝聚地脉沉淀千万年之灵气，造化灵土。	Ternyata, ini adalah Patriark Surgawi dan panduan ini adalah Hukum Rahasia yang dia pahami dari peredaran Pembuluh Darah Naga, yang mampu membangun kembali medan. Jika seseorang memanfaatkan "Benih Keberuntungan" yang dibentuk setiap tahun, maka akan mungkin untuk memadatkan Qi yang bernilai sepuluh ribu tahun dari tanah duniawi ini dan menciptakan tanah spiritual dalam prosesnya.
[NAMA]收起《山河诀》并按照其中的秘法，将造化玉籽采了下来。	[NAMA] singkirkan "Nyanyian Gunung dan Sungai" dan panen Benih Keberuntungan sesuai dengan Hukum Rahasia yang dijelaskan di dalamnya.
[NAMA]想了想，觉得不能浪费这具遗蜕，决定自己收走这具遗蜕。	[NAMA] memikirkannya dan berpikir tidak ada gunanya menyia-nyiakan sisa-sisa ini dan memutuskan untuk mengambilnya.
[NAMA]刚刚挪动遗蜕，只见一阵光华闪烁。洞壁之上的玄奥符号以及尽数消失殆尽了。	[NAMA] baru saja memindahkan sisa-sisanya ketika tiba-tiba ada kilatan cahaya. Simbol-simbol muskil di dinding gua semuanya telah lenyap.
[NAMA]想了想，觉得还是将遗蜕送还极天宫吧！	[NAMA] memikirkannya dan berpikir akan lebih baik mengembalikan sisa-sisanya ke Istana Skydome!
[NAMA]想了想，觉得还是尊重天极老祖自身的意愿，就让其遗蜕永远坐镇此处吧！	[NAMA] memikirkannya dan berpikir lebih baik menghormati keinginan Patriark Surgawi dan meninggalkan sisa-sisanya di tempat mereka berada.
[NAMA]归还天极老祖遗蜕，极天宫全派上下感激万分。	[NAMA] mengembalikan jenazah Patriark Surgawi dan semua orang di Istana Skydome berkumpul untuk mengucapkan terima kasih yang tulus.
极天宫表示，昔日老祖留言，如若昔日遗蜕归位，可将此玉匣送与来人。[NAMA]接过玉匣一看惊喜万分，竟然是两颗造化玉籽！看极天宫的态度，他们似乎并不知道此物妙用。	Istana Skydome memberitahukan bahwa sang tetua telah meninggalkan pesan di masa lalu lalu menyatakan bahwa jika jenazahnya dikembalikan maka peti giok ini akan diberikan kepada orang yang mengembalikannya. Setelah menerima peti giok,[NAMA] terkejut saat mengetahui ada dua Benih Keberuntungan di dalamnya! Dari penampilan orang-orang di Istana Skydome, nampaknya mereka tidak tahu betapa bergunanya benda ini.
[NAMA]虽然对此略感奇怪，但也没有多说，参与完归位大典便回归了宗门。	Meskipun[NAMA] merasa agak aneh, tapi tidak ada lagi yang bisa dikatakan, dan kembali ke Sekolah setelah selesai mengembalikan jenazahnya.
[NAMA]刚准备加入寻找先天灵宝的队伍，却突然发现识海中竟然多出一封古朴的图卷，宝物有灵，竟然自茫茫人海中选择了[NAMA]。	[NAMA] sedang bersiap untuk bergabung dengan mereka yang mencari Numinous Treasure ketika sebuah gulungan tua yang compang-camping ditemukan dan, karena memiliki Qi, memilih[NAMA] dari tengah lautan manusia.
面对如此机缘，[NAMA]狂喜之余却又感到一丝不安，不知这是福是祸……	Dihadapkan pada keberuntungan seperti itu,[NAMA] sangat gembira namun pada saat yang sama merasa tidak nyaman karena tidak jelas apakah hal ini akan membawa keberuntungan atau bencana…
[NAMA]使了个法术，对蛟龙发起挑衅，成功吸引了蛟龙的注意。	[NAMA] mengucapkan mantra yang memicu Naga Banjir, menarik perhatiannya.
见蛟龙被吸引，[NAMA]驾起剑光，时不时的挑动蛟龙的怒火，向门派方向飞遁而去。	Melihat perhatian Naga Banjir telah teralihkan,[NAMA] menggunakan pedang untuk memantulkan cahaya dari waktu ke waktu untuk menjaga perhatian naga saat mereka terbang menuju Sekte.
见蛟龙被吸引，[NAMA]试图向门派逃遁。然而[NAMA]御剑速度有限，竟然被蛟龙半路追上，一番缠斗下，[NAMA]身负重伤。	Melihat perhatian Naga Banjir telah teralihkan,[NAMA] mencoba melarikan diri menuju Sekte. Sayangnya, ada batasan kecepatannya[NAMA]'artefaknya sehingga Naga Banjir mampu mengejar di tengah jalan dan melancarkan serangan di udara, menyebabkan luka parah[NAMA].
[NAMA]想了想，还是放弃招惹它为妙。	[NAMA] memikirkannya dan memutuskan akan lebih baik jika kita berhenti memprovokasinya.
[NAMA]使了个法术，对凶凤发起挑衅，成功吸引了凶凤的注意。	[NAMA] mengucapkan mantra yang memancing Phoenix, menarik perhatiannya.
见凶凤被吸引，[NAMA]驾起剑光，时不时的挑动凶凤的怒火，向门派方向飞遁而去。	Melihat perhatian Phoenix telah teralihkan,[NAMA] menggunakan pedang untuk memantulkan cahaya dari waktu ke waktu untuk menjaga perhatian Phoenix saat mereka terbang menuju Sekte.
见凶凤被吸引，[NAMA]试图向门派逃遁。然而[NAMA]御剑速度有限，竟然被凶凤半路追上，一番缠斗下，[NAMA]身负重伤。	Melihat perhatian Phoenix telah teralihkan,[NAMA] mencoba melarikan diri menuju Sekte. Sayangnya, ada batasan kecepatannya[NAMA]'artefaknya sehingga Phoenix mampu mengejar di tengah jalan dan melancarkan serangan di udara, menyebabkan luka parah[NAMA].
[NAMA]施展法术，将此地混乱的阴阳之息牵引到自身之上。	[NAMA] merapalkan mantra yang menarik Qi Yin Yang yang kacau di tempat ini ke dalam tubuh mereka.
受到气息牵引，这团阴阳之息迅速凝聚，其中一股晦涩的气息渐渐显化出来。[NAMA]赶忙驾驭法宝，向门派方向飞遁而去。	Setelah menarik Qi ke dalamnya, ia dengan cepat mengembun dan Qi yang samar-samar dan membingungkan mulai menyatu.[NAMA] buru-buru mengekang Artifact dan terbang menuju Sekte.
受到气息牵引，这团阴阳之息迅速凝聚，其中一股晦涩的气息渐渐显化出来。[NAMA]赶忙驾驭法宝，向门派方向飞遁而去。可惜[NAMA]御剑速度有限，在赶回门派的途中，这团阴阳之息就完全凝聚，显化出烛龙之形。[NAMA]全力逃窜，然而以个人之力，完全无法对抗阴阳之道显化的烛龙之体，最终身受重伤。	Setelah menarik Qi ke dalamnya, ia dengan cepat mengembun dan Qi yang samar-samar dan membingungkan mulai menyatu.[NAMA] buru-buru mengekang Artifact dan terbang menuju Sekte. Sayangnya kecepatan[NAMA]'Artefaknya ada batasnya dan dalam perjalanan kembali ke Sekte, Yin Yang Qi ini selesai mengembun dan berubah menjadi Naga Obor.[NAMA] bergegas untuk melarikan diri, tetapi tidak mampu melawan Naga Obor yang disatukan oleh Aturan Yin dan Yang sehingga menderita luka parah.
[NAMA]想了想，还是决定离开。	[NAMA] memikirkannya dan memutuskan untuk pergi.
[NAMA]一番打听之下，原来是一位古修刚刚从此地复苏。不过这名古修已然离开了。[NAMA]将这名古修的信息记下，便离开了此地。	[NAMA] meluncurkan penyelidikan dan menemukan bahwa ada seorang kultivator kuno di sini yang baru saja dihidupkan kembali. Sayangnya penggarap kuno ini sudah pergi.[NAMA] mencatat informasi kultivator kuno dan terpaksa pergi.
灵气深不可测	Qi tanpa dasar
极擅护体之术	Pertahanan Luar Biasa
御器之力惊世骇俗	Penguasaan Artefak yang Mencengangkan Dunia
御器之势极为浑厚	Penguasaan Artefak yang Sangat Kuat
御器之速快如奔雷	Penguasaan Artefak seperti Sambaran Petir
御器之法华丽无双	Penguasaan Artefak yang Tak Tertandingi
可御六合之器	Alat yang mampu bertahan melawan segala arah
术法之威天下无双	Spellcraft Tak Tertandingi di Pesawat ini
术法调息恢复极快	Pemulihan Penundaan Pemeran Mantra Cepat
[NAMA]靠近一看，发现此人乃是人称【%s】的%s。此人%s，且与我派曾有宿怨争端，乃是不死不休的局面，如果不想开战，最好还是不要招惹他为妙。	[NAMA] mendekat untuk melihat dan menemukan bahwa orang ini adalah %s yang dikenal sebagai "%s". Orang ini, %s, mempunyai perselisihan sengit dengan Sekte kami yang sepertinya tidak dapat diselesaikan, karena kami tidak ingin ada masalah, sebaiknya jangan memprovokasi dia.
[NAMA]观察之下，发现此人乃是名叫%s的古修。传闻此人%s，昔日人称【%s】，十分难缠。	Setelah diperiksa lebih dekat,[NAMA] menemukan bahwa orang ini adalah kultivator kuno yang dikenal sebagai %s. Dikatakan bahwa orang ini, %s, yang dahulu dikenal sebagai "%s", sangat sulit diajak berteman.
[NAMA]刚刚走近，%s便有所察觉，面露狞笑的向[NAMA]发动袭击。%s在上古时代就凶鸣卓著，人称【%s】,[NAMA]不是对手，架起剑光便向山门逃遁而去。%s一路追击，丝毫没有放弃的意思。	[NAMA] baru saja mendekat ketika %s, yang menyadari pendekatan mereka, melancarkan serangan diam-diam ke arah itu[NAMA] dengan seringai licik. %s adalah sosok terkemuka di zaman kuno, yang dikenal sebagai "%s", tapi[NAMA] bukanlah tandingannya dan sambil memancarkan cahaya dari pedang ke arahnya, dia terbang menuju gerbang gunung. %s menyerang sepanjang perjalanan dan sepertinya tidak mau menyerah.
[NAMA]刚刚走近，%s便有所察觉，面露狞笑的向[NAMA]发动袭击。%s在上古时代就凶鸣卓著，人称【%s】,[NAMA]不是对手，架起剑光便向山门逃遁而去。可惜[NAMA]御剑速度不足，在路上便被%s追上，缠斗之下，[NAMA]身受重伤，虽然逃回门派，但也将%s引了过来。	[NAMA] baru saja mendekat ketika %s, yang menyadari pendekatan mereka, melancarkan serangan diam-diam ke arah itu[NAMA] dengan seringai licik. %s adalah sosok terkemuka di zaman kuno, yang dikenal sebagai "%s", tapi[NAMA] bukanlah tandingannya dan sambil memancarkan cahaya dari pedang ke arahnya, dia terbang menuju gerbang gunung. Sayangnya,[NAMA]'Artefaknya tidak cukup cepat sehingga %s terjebak di tengah jalan dan pertempuran udara pun dimulai.[NAMA] mampu mencapai Sekte, namun mengalami cedera serius saat melakukannya dan juga menyebabkan %s kembali ke sana.
[NAMA]拜见了%s，然而%s毕竟是上古时期叱咤风云的存在，[NAMA]微末的修为完全无法引起其兴趣。	[NAMA] memberi hormat kepada %s, sayangnya %s pernah mengalami keberadaan seperti badai di zaman kuno, jadi[NAMA]'Tingkat Budidaya yang remeh tidak menarik perhatian.
[NAMA]讨了个没趣，只得离开。	[NAMA] mendapat sikap dingin dan tidak punya pilihan selain pergi.
[NAMA]拜见了%s，然而%s毕竟是上古时期叱咤风云的存在，不知见过多少人中之龙。以[NAMA]的气质外形，完全不能入其法眼。	[NAMA] memberi hormat kepada %s, sayang sekali karena %s pernah mengalami keberadaan seperti badai di zaman kuno, jadi dia lebih sering melihat naga di antara manusia. Dengan[NAMA]'watak dan penampilannya, dia tidak bisa hanya memutar matanya.
[NAMA]拜见了%s，%s虽然在上古时期便叱咤风云，不知见过多少人中之龙。但[NAMA]的修为和气质，依然引起了%s的注意。	[NAMA] memberi hormat kepada %s, meskipun %s pernah mengalami keberadaan seperti badai di zaman kuno, jadi dia lebih sering melihat naga di antara manusia. Tetapi[NAMA]'s Budidaya dan temperamen menarik perhatian %s.
一番交谈之下，%s竟然觉得[NAMA]很是投缘，便不吝指点了一些上古时期的修行之道和异闻秘趣。[NAMA]顿觉大有参悟	Setelah obrolan singkat, %s ditemukan[NAMA] cukup setuju dan berbagi beberapa Hukum dan rahasia Budidaya dari zaman kuno.[NAMA] merasakan inspirasi yang luar biasa hanya dalam waktu singkat.
一番交谈之下，%s竟然觉得[NAMA]很是投缘，便送了[NAMA]一些自己的珍藏。	Setelah obrolan singkat, %s ditemukan[NAMA] cukup menyenangkan dan sangat berbakat[NAMA] beberapa hartanya sendiri.
一番交谈之下，%s竟然觉得[NAMA]很是投缘，甚至不惜自损修为，以神念灌顶之术传授了[NAMA]一门上古时期的秘法。	Setelah obrolan singkat, %s ditemukan[NAMA] cukup menyenangkan dan bahkan berbagi beberapa rahasia kuno dalam berkultivasi[NAMA].
%s听[NAMA]问起神秘洞穴的信息，竟然表达出很感兴趣的样子，于是与[NAMA]聊了许久，临别时还送你一座传自上古的风水镇物，据说可镇压龙穴。通过%s的描述，你知道了许多上古时期活跃与天地的巨兽的消息。	Pendengaran[NAMA] bertanya tentang gua misterius itu, %s bersemangat dan mengobrol cukup lama[NAMA] dan bahkan memberi mereka Relik Feng Shui saat Anda bepergian. Anda belajar tentang banyak binatang raksasa dari jaman dahulu dari %s.
古兽图鉴解锁了。（可通过[异闻]面板中的古兽查看。）	Bestiary Tidak Terkunci. (Konsultasikan dengan Bestiary melalui[Rahasia] menu)
[NAMA]早就看这些古修不顺眼，此时看到%s更是嘴上不饶人，冷嘲热讽。%s自上古便成名，闯下【%s】的名号，哪里受过此等对待，瞬间含怒出手。	[NAMA] menganggap kultivator kuno itu cukup tidak menyenangkan setelah bertemu dengannya dan kali ini merasa lebih kesal pada %s. %s mendapatkan gelar "%s" dengan cukup cepat pada zaman kuno dan dia hidup sesuai dengan nama ini, siapa pun yang menerima kebencian seperti ini pasti akan marah.
