Key	Value
觉得自己不是练剑的料，正有点灰心	Frustrasi karena pelatihan penguasaan pedang tidak berjalan dengan baik
分享码	Bagikan Kode
因神性圆满而产生的信仰天劫。如果度过，则神化飞升，如若失败，则灰飞烟灭。	Kesengsaraan Kepercayaan yang disebabkan oleh keilahian yang terpenuhi. Jika karakter tersebut bertahan, mereka akan naik menuju keabadian; jika tidak, mereka akan dilenyapkan.
大小适中的	Berukuran sedang
存档上传失败,大小超过Google上传限制	Gagal Menyimpan File, Unggah, Ukuran Melebihi Batas Unggahan Google
正在下载	Mengunduh
订阅数:	Pelanggan:
编辑对话。	Sunting dialog.
选择秘籍	Pilih Manual
放置物品	Barang Tempat
{0}/{1}(完成)	{0}/{1}(Selesai)
鉴定镇物	Identifikasi Relik
突破时的天气对突破成功率的影响。	Cuaca mempengaruhi tingkat keberhasilan terobosan.
食用12阶的物品累积{0}({1:N0})次	Makan{0}({1:N0}) Item tingkat 12
木料	Kayu
在这个建筑上撰写内容。	Tulis konten apa pun pada struktur ini.
成功得到{0}的行踪：{1}。	Berhasil dilacak{0}: {1}.
花布	Kain Bermotif
确定要重置教学提示吗？	Apakah Anda yakin ingin mengatur ulang tips tutorial?
天	D
该任务将要求进入地图击杀一位{0}的敌人。	Quest ini mengharuskan Anda memasuki peta dan membunuh a{0}musuh.
一种{0}的天道异动消散了……	Suatu jenis{0}Kekacauan Surgawi menghilang...
钓鲲者	Penangkap Kraken
获得符咒：{0} X {1}	Jimat yang Diperoleh:{0}X{1}
灵气:{0:N0}/{1:N0}\n灵气是施展内门行为的基础资源。\n角色会从环境中吸取灵气	Qi: {0:N0}/{1:N0}\nQi adalah sumber daya dasar untuk menggunakan tindakan batin.\nKarakter menyerap Qi dari lingkungannya.
无法吞食该物品	Tidak dapat melahap item ini.
情绪:{0:N0}\n外门弟子情绪低于30会发生怠工。\n内门弟子的情绪太差则会影响到心境的变化甚至发生入魔	Suasana hati: {0:N0}\nKetika suasana hati murid luar turun di bawah 30, mereka berhenti bekerja dan mungkin mulai mengendur.\nJika suasana hati murid batin terlalu rendah, hal itu akan mempengaruhi kondisi mentalnya dan bahkan mungkin terjatuh.
灵韵澎湃	Semangat yang Kuat
无法炼制此丹药	Tidak dapat membuat obat ini
房间内生效，受房间内美观影响。	Efektif di dalam ruangan. Dipengaruhi oleh daya tarik dalam ruangan.
确定开除该弟子吗？	Apakah Anda ingin mengeluarkan murid ini?
迷惑	Kebingungan
新建建筑蓝图	Membuat cetak biru bangunan baru
门派建设	Gedung Sekte
新建存档	Simpanan Baru
注：请尽量使用游戏编辑工具来进行修改对话，以免出现不可预计的错误	Catatan: Silakan gunakan pengeditan dalam game untuk mengubah dialog jika terjadi kesalahan yang tidak terduga.
添加Modify	Tambahkan Ubah.
有需要保存的内容还没有名字	Konten yang ingin Anda simpan belum mempunyai nama.
农田	Bidang
加载{0}模组UI报错:{1}	Memuat{0}Kesalahan UI Mod:{1}
请框选导出的蓝图范围	Seret dan pilih area cetak biru.
食物营养	Nutrisi Makanan
游戏内无法修改扩展内容激活状态	Status aktivasi DLC tidak dapat diubah selama bermain game.
[align=center]道行天劫[/align]\n已渡次数:{0}\n可渡次数:{1}\n\n[color=#D06508]道行每达百数，便可与冥冥之中感悟天道对道行之限制。若修成元神，便可运转元神引动天机，以渡道行之天劫。[/color]	[align=center]Kesengsaraan Pencapaian[/align]\nSelamat dari Kesengsaraan:{0}\nKesengsaraan Tersisa{1}\n\n[color=#D06508]Untuk setiap 100 pencapaian, karakter dapat mencoba mendapatkan pencerahan dari batasan pencapaian dari Pengakuan Iman Surga. Jika karakter telah memupuk jiwa primordial, mereka dapat menggunakannya untuk mendapatkan wawasan tentang misteri alam agar dapat bertahan dari Kesengsaraan Pencapaian.[/color]
经典修仙	Klasik
灵气不足:{1}({2:N0}) 炼制成功率:{0}	Qi tidak mencukupi:{1}({2:N0}) Tingkat Keberhasilan Penyempurnaan:{0}
1倍速\n[keycode]SpeedP[/keycode]  降低速度\n[keycode]SpeedN[/keycode]  提升速度	Kecepatan 1x\n[keycode]KecepatanP[/keycode]Kecepatan Lebih Rendah\n[keycode]KecepatanN[/keycode]Naikkan Kecepatan
{0}对其施展的{1}	{0}menunjukkannya kepada mereka{1}
炼制法宝	Sempurnakan Artefak
控制台	Menghibur
只有对护御之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	Hanya ketika karakter sudah cukup memahami Perlindungan (Lv.20 dan lebih tinggi), mereka dapat memasang pencerahan itu ke peralatan mereka.
\n因为你尚未完全熟悉游戏,建议使用二到四人开局。\n要直接进入吗？	\nKarena Anda belum terbiasa dengan permainan ini, kami menyarankan Anda untuk menggunakan 2 hingga 4 anggota.\nMasuk ke dalam game?
灵宠会优先食用高优先级的食物	Hewan peliharaan akan memakan makanan dengan Prioritas tinggi terlebih dahulu.
已将分享字符串复制到剪切板	String berbagi telah disalin ke clipboard.
前往{0}-弟子	Pergi ke{0}- Murid
({0}天)	({0}hari)
游荡	Berkeliaran
请框选区域范围!	Silakan tarik dan pilih suatu area
{0}\n{1}\n入住天数：{3}\n信仰程度：{2:N0}%\n完成愿望：{5}/5\n提供信仰：{4:N2}/秒	{0}\n{1}\nDurasi Residensi:{3}\nTingkat Kepercayaan: {2:N0}%\nKeinginan Terpenuhi:{5}/5\nKeyakinan: {4:N2}/dtk
第{0}赛季	Musim{0}
突破时的阴阳偏向对突破成功率的影响。\n在五行属性中，火木属阳性，在白天得到加成；金水属阴性，在夜晚得到加成；土则需要阴阳均衡。	Yin Yang Anda memengaruhi nasib keberhasilan terobosan.\nDi antara Lima Elemen, Api dan Kayu dihitung sebagai Yang dan memiliki efek bonus di siang hari. Logam dan Air dihitung sebagai Yin dan memiliki efek bonus di malam hari. Bumi membutuhkan keseimbangan Yin dan Yang.
请选择建造点!	Silakan pilih titik bangunan!
优秀	Bagus sekali
难度查看	Kesulitan
无极	Tak terbatas
你完成了{0}的{1}个任务	Anda telah menyelesaikan{1}tugas untuk{0}.
热身结束，刚准备开始筑基	Pemanasan selesai; akan memulai pelatihan dasar
太一门	Sekte Taiyi
是否确定合成灵智碎片，合成以后将无法取消	Apakah Anda yakin ingin mensintesis Intelligence Shard? Setelah disintesis, hal itu tidak dapat dibalik.
重新整理仓库	Sortir inventaris.
载入配置	Memuat Konfigurasi
取消材料更换。	Batalkan penggantian material.
我们什么都不会答应你，你走吧	Kami tidak akan menjanjikan apa pun kepada Anda. Tolong, pergi.
{3}消耗信仰：{0}/{5:F0}{4}\n神民：+{1}   神性：+{2:F2}%	{3}Biaya Keyakinan:{0}/{5:F0}{4}\nPenduduk: +{1}Penduduk: +{2:F2}%
结丹地点的灵气浓度对结丹效果的影响。	Kepadatan Qi lokasi mempengaruhi kualitas inti selama Pembentukan inti.
小吉	Sedikit Menguntungkan
{0}\n{5}：{4}\n目标类型：{3}\n阵法中每人消耗灵气：{1:N0}点\n阵法灵机：{2}点\n	{0}\n{5}: {4}\nJenis Sasaran:{3}\nBiaya Qi/orang dalam lingkaran: {1:N0} poin\nEnergi Formasi:{2}poin\n
木属性	Elemen Kayu
打坐	Merenungkan
妖兽无法被转换阵营	Binatang buas tidak bisa dibelokkan ke sisimu.
作用半径：{0:F1}米\n	Jarak: {0:F1}m\n
炼器中	Membuat artefak
{0}不足：{1}/{2}	Tidak memadai{0}: {1}/{2}
位于炼宝台之侧	dan Terletak di sebelah Meja Kerajinan
过期事件({0})	Acara yang sudah habis masa berlakunya ({0})
掐不准咒诀，正在恼火	Tidak dapat merapal mantra secara akurat; merasa marah karenanya
该部位淬体效果已满	Efek pembentukan kembali tubuh pada bagian tubuh ini penuh.
底蕴	Kekuatan
黑布	Kain Hitam
请选择一个感知思绪	Pilih Pikiran Persepsi.
此间房屋中，[color=#ff0000]床铺风水[/color]出了问题。房屋主人终日被噩梦缠身，请尝试调整床铺风水，使之化凶为吉。	Ada masalah Feng Shui dengan itu[color=#ff0000]tempat tidur[/color]di ruangan ini. Pemiliknya telah terikat oleh mimpi buruk sepanjang hari. Cobalah untuk menyesuaikan Feng Shui tempat tidur untuk membantunya.
意识({0:P0})\n大脑受伤会影响该值，意识影响工作效率，当意识过低会导致昏迷。	Kemauan ({0:P0})\nNilai ini terpengaruh ketika pikiran mengalami kerusakan. Kemauan mempengaruhi efisiensi kerja. Ketika Kemauan turun terlalu rendah, karakter menjadi tidak sadarkan diri.
练习秘法不顺，觉得有点灰心	Praktik Hukum Rahasia tidak berjalan dengan baik; merasa agak frustrasi
录入	Menuliskan
土属性	Elemen Tanah
[color=#FF0000]未指定掌门[/color]\n	[color=#FF0000]Anda belum memilih Pemimpin Sekte.[/color]\n
不会淬体之法[{0}]	Tidak mampu mengeluarkan Mantra Remold[{0}]
妖族化形	Yaoguai yang berubah bentuk
闻人	Wenren
外观管理	Mengelola
真炁消耗：{0}	Konsumsi Qi Sejati:{0}
请选择理智	Pilih Rasionalitas
{0:F0}\n角色对玩家门派的好感度，好感度会影响可以进行的行为和得到的回答。\n在未打开心防时好感度最高为60，讨论对方的嗜好可以打开心防。	{0:F0}\nKebaikan karakter untuk sekte Anda. Kebaikan mereka akan mempengaruhi tindakan yang ada dan jawaban yang Anda dapatkan dari mereka.\nBantuan maksimum adalah 60 sebelum karakter terbuka. Membicarakan hobinya dapat membantunya untuk terbuka.
外门弟子不能装备该物品	Tidak dapat dilengkapi oleh Murid Luar
确认删除？	Apakah Anda ingin menghapus?
灵智缺少名称\n	Kurangnya nama Intelijen\n
角色已经死亡	Karakter ini sudah mati.
[点击编辑配置]	[Click to edit the configuration]
推演星辰变化	Mengurangi pergerakan bintang-bintang
建造材料：\n	Bahan Konstruksi:\n
自行领悟，不可传授。\n	Dipelajari sendiri dan tidak bisa diteruskan.\n
[{0}]缺少人手\n	[{0}]kekurangan tenaga kerja.\n
此物虽然很实用，但我们库存也有很多，这个价格不能更多了。	Barang ini praktis tetapi kita tidak membutuhkannya. Saya akan membelinya dengan harga ini.
心事重重的准备开始炼制法宝	Khawatir; bersiap untuk membuat artefak
种植:{0}	Tanaman:{0}
似乎什么都不会发生	Sepertinya tidak terjadi apa-apa.
拥有交易区才可以	Membutuhkan area perdagangan untuk
正在拼接图片(1)……	Penyambungan gambar (1)…
请选择需要灌顶的内门弟子	Pilih murid batin untuk dicerahkan.
循环{0}次\n(召回可以中断循环)	Mengulang{0}kali\n(Ingatlah untuk menghentikan pengulangan)
整理山脉	Penataan gunung
准备开始重新整理	Mulai memilah ulang
灵淬	Pemurnian Rohani
已指定术法元灵({0}/{1})	Jiwa Purba Terpilih ({0}/{1})
思考之前无法通过观察获得更多关于{0}的思绪	Tidak dapat memperoleh Pemikiran apa pun lagi tentang{0}melalui pengamatan sebelum Berpikir.
请选择一个合适的吸灵地点	Pilih tempat yang cocok untuk menyerap semangat.
庇护	Melindungi
建立门派后，派遣内门弟子前往历练	Setelah mendirikan sekte, kirim murid batin untuk bertualang.
点击打开装备面板	Klik untuk membuka menu Peralatan.
研习秘籍。	Panduan belajar.
<font color=#00FF00>可选中</font>\n	<font color=#00FF00>Dapat dipilih</font>\n
请先接受 Steam 工作坊法律协议 :	Harap terima terlebih dahulu perjanjian hukum Steam Workshop:
晨观日出	Menyaksikan Matahari Terbit
设置NPC对话。	Atur dialog NPC.
消耗49点香火值，祖师分身下凡战斗，持续一天。	Harganya 49 Dupa. Sang master akan turun ke bumi untuk bertarung selama satu hari.
{1}{0:F0} 精元\n	{1}{0:F0} Daya tahan\n
返回	Kembali
庵	Suaka
极度危险	Letal
不能选择该目标	Tidak dapat memilih target ini.
CloudSave->记录云存档信息:{0}	CloudSave->Rekam Info Penyimpanan Cloud:{0}
新人模式下不能改变角色，请直接进入游戏。	Anda tidak dapat mengubah karakter di Pemula. Cukup masuk ke dalam game.
五行是游戏世界的重要元素，五行生克影响游戏的方方面面。如[color=#ff0000]境界突破[/color]，[color=#ff0000]建筑风水[/color]，[color=#ff0000]法宝炼制[/color]等等。	Lima Elemen adalah bagian penting dari dunia ini. Interaksi antar elemen mempengaruhi seluruh dunia:[color=#ff0000]Terobosan[/color], [color=#ff0000]Feng Shui[/color], [color=#ff0000]Kerajinan Artefak[/color], dll.
试着劝说这个人留在门派	Bujuk orang tersebut untuk tetap tinggal di sekte tersebut.
名声渐传	Dikenali
{1:F0}点 [{0}]好感度	{1:F0}[{0}]Kebaikan
喝杯水	Air minum
在工作间余，刚小憩片刻	Beristirahat di sela-sela pekerjaan
历练天下	Petualangan Dunia
播种	Menabur benih
慧	Bijak
{0}已激活!重新读档后即可游玩全新内容!\n谢谢大爷!	{0}telah diaktifkan! Anda dapat memutar konten baru setelah memuat ulang simpanan!
打包建筑	Mengepak Gedung
女弟子	Murid (P)
以10000倍于白元法的灵气绘制本命真符，符咒效果提高4倍。	Gunakan 10.000x Qi yang digunakan dalam Teknik Asal Putih untuk menggambar Jimat Natal, meningkatkan efek jimat sebesar 400%.
提高护体金光强度{0:P0}	Meningkatkan Kekuatan Perlindungan {0:P0}
受天道异动影响，{0}暂时不宜外出历练。	Karena gangguan pada Dao Surgawi,{0}harus menghindari keluar untuk pelatihan sementara.
在练习秘法间余，刚小憩片刻	Mempraktikkan Hukum rahasia; sedang istirahat
\n剩余: {0}	\nTersisa:{0}
无心修理建筑，正想偷懒	Kendur; tidak ingin memperbaiki bangunan
无法上传错误的存档!	Tidak dapat mengunggah file simpanan yang rusak!
{0:N2}点/灵气	{0:N2}poin/Qi
[{0:N0}阶	{0:N0}
祭妖	Pengorbanan Binatang
本座已成上品金丹，我太一门今日便以妖人之血，立威天下！诸弟子听令，速速跟随本座追杀敌人，除恶务尽！	Saya telah mencapai kondisi Inti Emas. Sekte Taiyi kami akan menjadi contoh dari jiwa-jiwa jahat ini! Semua murid, perhatikan perintah saya: Kejar musuh kita dan jangan biarkan siapa pun!
正咬牙坚持练习护体	Terus-menerus melakukan pelatihan perlindungan
祭妖失败,请稍后再试!	Pengorbanan Binatang gagal, coba lagi nanti!
攻击威力\n此秘体发动攻击时造成伤害的强度。	Kekuatan Serangan\nBesarnya damage yang ditimbulkan oleh Badan Rahasia ini ketika menyerang.
需求境界：{0}({1})\n	Negara yang Diperlukan:{0} ({1})\n
在切石作业时，正感觉有点无聊	Memotong batu; terasa sedikit bosan
在锻造时，正累的气喘吁吁	Penempaan; terengah-engah
是否切换符咒种类，此操作会导致刷新符咒绘制面板且不会退还灵力。	Apakah Anda ingin mengubah jenis jimat? Ini akan menyegarkan panel gambar jimat dan tidak akan mengembalikan Qi.
该模组并未公开，无法进行评价	Mod ini tidak tersedia untuk umum. Tidak dapat meninjau.
距离最近的目标	Sasaran Terdekat
拆迁建筑不顺，觉得有点消沉	Pekerjaan pembongkaran tidak berjalan dengan baik; merasa agak frustrasi
正在乐呵呵的拆地板中	Dengan senang hati menghapus lantai
是否确认退出当前教学？	Apakah Anda yakin ingin keluar dari tutorial saat ini?
是否将[color=#990000][{0}][/color]强化到[color=#990000][{1}][/color](已有效果{2}/{3})?	Apakah Anda ingin meningkatkan[color=#990000][{1}][/color](Efek Dimiliki{2}/{3}) dengan[color=#990000][{0}][/color]?
{0}已经学过这本秘籍了	{0}telah mempelajari manual ini.
未进行淬体	Belum dibentuk ulang
你等贼人，竟然趁老夫闭关犯我太一门，如今我金丹已成，尔等受死吧！	Pengecut! Beraninya kamu menyerang kami saat saya sedang berkultivasi tertutup. Sekarang saya telah mencapai kondisi Inti Emas, bersiaplah untuk mati!
路线编辑	Pengeditan Rute
添加特性	Tambahkan Sifat
概率调整	Sesuaikan Peluang
礼器奢华	Kemewahan
春去冬来，草长莺飞。数年后……	Beberapa tahun kemudian...
赎人	Tebusan
内丹转弯速度:	Kecepatan Putaran Inti Internal:
灵药仙草	Herbal dan Obat-obatan
在种植作物时，正感觉有点无聊	Menanam tanaman; terasa sedikit bosan
洗髓期	Fase pembersihan sumsum
在修理建筑时，正累的气喘吁吁	Memperbaiki bangunan; terengah-engah
初始人员偏多，可能会因为物资不够而带来生存的压力。	Anda memiliki banyak anggota awal yang mungkin membuat kelangsungan hidup agak sulit karena kurangnya sumber daya.
需要选择一个结果！	Harus memilih hasil!
Trap编辑。	Sunting Perangkap.
选择材料	Pilih Bahan
指定一个角色进行劝说	Tetapkan karakter untuk membujuknya.
入库中	Mentranskripsikan
心境:{0:N0} ({1}){2}\n心境会大幅度影响吐纳时获得精华的效率。\n体修中人皆为直来直往。心境与情绪直接挂钩。	Keadaan Mental: {0:N0} ({1}){2}\nKeadaan Mental sangat mempengaruhi efisiensi seseorang dalam memperoleh esensi saat bernafas.\nPembudidaya fisik cukup mudah. Keadaan Mental berhubungan langsung dengan Suasana Hati.
腐朽中({0})	Membusuk ({0})
该角色已经失去珀了	Karakter ini telah kehilangan permata jiwa.
天苍{0}年 {1} 第{2}日   {3}	{1}hari{2}, tahun{0}dari Era Tiancang{3}
角色姓名不能为空，请重新设置姓名	Nama Karakter tidak boleh kosong. Silakan atur namanya lagi.
控制子节点中的控件	Memerintahkan kontrol node anak.
灵宠信息	Info Hewan Peliharaan
请选择心斋时间	Atur durasi Puasa Pikiran
祝贺	Selamat!
练习护体时走岔了气，正准备休息一下	Kehilangan kendali atas Qi selama pelatihan perlindungan; akan beristirahat
食物原料	Bahan-bahan
心境：{0:N0}/{1:N0}\n层次：{2}{3}\n趋势：{5}{4:F2}/天\n\t({6})\n突破条件：{7}\n突破进度：{8:P2}({9:N1}/{10:N1})\n\n心境会大幅度影响修炼相关行为的效率和成功率。只有足够强大的心境才能驾驭信徒的祈祷之念。	Keadaan Mental: {0:N0}/{1:N0}\nmenyatakan:{2}{3}\nKecenderungan:{5}{4:F2}/h\n\t ({6})\nPersyaratan Terobosan:{7}\nKemajuan Terobosan: {8:P2}({9:N1}/{10:N1})\n\nKeadaan Mental karakter mempengaruhi efisiensi dan tingkat keberhasilan tindakan terkait pelatihan. Hanya kondisi mental yang cukup kuat yang dapat mengatur semua doa pengikutnya.
